TILL_RECEIPT_NUMBER,sales,cost,quantity,grocery,dairy,produce,meat,frozen,deli,hba,horticulture,bread,CU_GENDER,CU_AGE_RANGE
129852,67.88,45.91,17,2.79,12.47,20.84,10.88,0,0,0,0,3.99,F,60+
129854,14.19,6.05,9,7.97,0,0,0,0,0,0,0,6,F,30-39
129857,44.8,25.02,3,0,0,0,32.64,7.17,0,0,0,4.99,M,30-39
129864,32.76,22.15,9,9.98,3.79,1.69,11.49,0,0,0,0,0,F,50-59
129866,179.32,116.89,40,20.23,27.75,45.67,17.48,24.97,0,12.48,0,2.99,F,50-59
129868,42.78,35.06,18,3.97,0,1.04,4.99,15.74,6.43,0,0,0,M,30-39
129869,41.78,28.48,17,22.24,4.57,2.18,4.99,0,0,2.99,0,4.49,F,40-49
129872,65.75,67.3,19,15.99,14.98,2.28,0,0,17.89,0,0,4.99,F,40-49
129873,40.47,53.56,5,0,0,0,0,0,20.48,0,0,0,M,40-49
129874,28.78,18.11,4,9.18,0,5.68,13.92,0,0,0,0,0,M,30-39
129877,14.85,9.24,6,4.69,5.99,3.85,0,0,0,0,0,0,F,60+
129880,165.69,119.98,37,77.15,27.65,30.87,28.6,0,0,0,0,0,F,40-49
129891,38.18,40.01,11,16.99,8.06,2.69,0,7.49,0,0,0,0,M,60+
129894,72.32,34.5,14,14.17,3.29,22.42,5.69,0,0,0,0,5.98,F,40-49
129896,150.71,94.99,33,48,13.8,10.1,32.82,23.71,0,3.99,5.98,4,F,60+
129897,27.48,20.11,9,5.78,5.88,0,15.41,0,0,0,0,0,F,50-59
129898,53.77,31.17,13,40.3,0,0,0,0,0,0,0,13.47,M,30-39
129900,38.03,25.76,13,6.98,0,0,9.58,0,0,14.48,0,6.99,M,30-39
129902,62.44,41.83,19,16.36,0,23.32,0,9.96,3,8.99,0,0,F,20-29
129904,4.11,3.49,3,0,3.79,0,0,0,0,0,0,0,M,60+
129906,81.17,65.97,26,35.18,9.38,22.05,0,0,0,7.48,0,2.29,F,20-29
129908,16.99,3.3,2,0,0,0,0,0,16.99,0,0,0,F,50-59
129909,66.03,30.62,10,4,0,10.39,41.65,0,0,0,0,9.99,F,40-49
129912,19.5,20.77,9,3,3.55,1.39,0,0,0,0,0,4,F,60+
129914,78.44,61.51,29,11.47,26,30.36,0,0,0,5.99,0,4,M,30-39
129915,25.51,16.9,7,0,3.99,0,8.99,0,0,0,0,6,F,30-39
129918,177.67,98.52,35,61.23,15.88,54.93,6.99,0,0,0,0,14.26,F,40-49
129919,49.9,34.17,12,3.99,3.49,21.23,6.99,0,0,0,0,0,F,40-49
129920,55.53,38.22,13,0,0,21.95,10.37,7.74,0,9.98,0,0,F,30-39
129921,18.14,12.81,12,1.99,4.97,7.06,0,2.99,0,0,0,0.64,F,30-39
129924,64.49,39.34,22,9.18,8.96,24.08,5.35,0,12,0,0,3.99,F,50-59
129925,198.87,148.01,40,43.44,26.75,43.97,48.52,0,0,0,0,0,F,20-29
129926,46.23,36.59,10,21.77,5.69,0,12.96,0,0,0,0,0,M,50-59
129927,15.66,11.43,4,13.37,0,2.29,0,0,0,0,0,0,F,30-39
129928,117.25,106.99,55,52.4,12.67,13.28,14.58,8.93,5.5,0,0,4,F,30-39
129929,16.43,24.61,5,6.19,1.59,0,0,0,0,0,0,4.99,F,30-39
129930,10,0.01,1,0,0,0,0,0,10,0,0,0,M,50-59
129931,37.33,19.28,12,13.87,6.38,0,0,0,0,0,0,8.99,M,60+
129932,21.27,16.19,4,6.99,0,0,7.99,0,6.29,0,0,0,F,20-29
129933,30.04,13.2,6,5.78,0,5.68,0,0,0,0,0,8.59,F,50-59
129938,37.29,17.17,8,7.49,0,7.33,8.99,0,0,5.19,0,8.29,M,40-49
129940,219.83,154.66,65,108.57,34.38,34.9,0,7.47,0,18.58,0,13.28,F,50-59
129941,21.38,19.66,8,1.99,2.39,3.68,8.91,0,0,3.99,0,0,M,30-39
129943,45.4,23.62,16,9.46,22.96,12.18,0,0,0,0,0,0,M,30-39
129944,15.86,4.87,4,0,0,5.87,0,0,6,0,0,3.99,F,30-39
129946,22.97,15.43,10,15.33,0,0,4.49,0,0,0,0,2.99,M,20-29
129947,55.89,55.49,16,22.28,0,0,16.05,7.48,0,9.98,0,0,F,20-29
129948,51.39,34.28,11,21.71,0,0,0,0,0,19.37,0,0,F,40-49
129949,46.58,44.41,10,27.41,9.08,4.44,5.65,0,0,0,0,0,F,50-59
129950,35.46,20.64,13,4.19,3,15.96,8.99,0,0,0,0,3,M,30-39
129951,35.02,27.12,7,9.87,0,5.99,13.17,0,0,5.99,0,0,M,40-49
129952,21.87,17.43,4,1.69,0,6.19,0,0,0,0,13.99,0,F,60+
129954,103.14,91.72,30,10.97,20.36,16.38,31.29,0,3.8,0,0,7.98,F,20-29
129956,30,27.13,10,2.29,1.99,1.79,6.28,0,8.57,0,0,0,F,60+
129957,50.5,29.69,8,8.18,0,2.56,0,0,8.99,0,0,0,M,40-49
129969,84.36,59.86,21,2.39,23.17,10.13,0,0,15.46,0,0,0,F,Under 19
129972,83.19,64.95,22,51.36,0,12.62,5.23,5.99,0,0,0,0,F,60+
129975,20.98,11.63,3,0,5.99,3,0,0,0,0,0,0,F,40-49
129984,48.74,26.96,10,9.98,6.68,26.29,5.69,0,0,0,0,0,F,60+
129985,44.81,26.21,21,28.6,2.29,9.57,0,0,0,0,0,0,F,20-29
129987,70.1,48.79,14,11.07,4.49,9.98,5.99,0,0,7.59,0,3.99,F,20-29
129989,31.44,19.84,9,7.98,0,23.46,0,0,0,0,0,0,F,30-39
129991,68.52,76.84,27,19.22,2.89,16.44,16.3,0,0,0,0,5.28,F,50-59
129992,66.27,50.78,19,9.87,11.99,28.8,0,14.97,0,0,0,0,F,30-39
129994,27.26,27.56,7,0,0,0,8,5.49,0,0,0,0,M,30-39
129995,91.92,60.98,30,42.38,9.46,0,39.89,0,0,0,0,0,F,20-29
129998,49.64,30.74,11,11.57,7.98,0,0,15.07,5.04,0,0,3.99,F,50-59
130001,16.74,15.12,6,10.26,6.48,0,0,0,0,0,0,0,F,20-29
130004,11.68,7.3,5,6,0,5.68,0,0,0,0,0,0,F,60+
130006,73.25,32.5,9,3.49,8.04,14.24,0,0,25,0,0,0,M,50-59
130007,42.05,31.53,14,9.77,3.99,9.37,0,0,12.5,0,0,0,M,30-39
130014,25.57,14.18,6,8.99,3.29,0,10.99,0,0,0,0,0,F,40-49
130015,48.05,33.91,11,17.48,4.08,5.99,0,0,20.3,0,0,0,F,50-59
130016,19.4,9.4,2,0,0,0,0,0,0,0,19.4,0,F,30-39
130018,42.8,42.8,4,0,0,0,0,0,42.8,0,0,0,F,30-39
130019,50.41,45.33,4,3.5,0,0,0,0,42.62,0,0,4.29,F,40-49
130020,4.28,2.33,2,0,1.99,2.29,0,0,0,0,0,0,F,20-29
130021,8.97,10.14,3,0,0,0,0,8.97,0,0,0,0,F,50-59
130023,16.67,10.91,3,8.98,0,0,0,7.69,0,0,0,0,M,40-49
130024,78.68,49.32,20,18.36,7.38,20.59,6.09,0,0,0,0,0,F,20-29
130025,75.35,57.96,24,39.58,4.99,23.46,0,0,0,0,0,4,M,50-59
130028,18.45,17.04,3,9.68,8.77,0,0,0,0,0,0,0,F,30-39
130029,325.92,258.49,60,34.26,29.94,49.3,139.63,28.97,16,0,0,0,F,Under 19
130036,40.03,28.47,13,8.38,12.48,7.28,5.49,0,0,0,0,6,F,50-59
130040,58.35,62.16,28,9,0,13.5,0,0,10.38,7.29,0,2.99,F,20-29
130041,25.41,36.23,4,0,0,2.29,12.14,0,0,0,0,5.99,F,60+
130044,75.78,51.75,20,8.38,6.48,19.9,33.71,0,0,0,0,6.99,F,60+
130045,23.98,16.39,4,0,0,0,0,2.99,5,0,0,3,F,40-49
130046,116.38,83.08,29,46.19,16.82,10.55,21.19,4.69,12.99,0,0,3,F,60+
130047,100.39,68.65,29,4.99,15.65,28.05,23.4,0,6.11,0,0,3.49,F,20-29
130048,85.6,44.25,15,2.99,5.54,12.74,42.59,0,4.23,0,0,6.98,F,30-39
130051,26.16,19.56,4,6.39,9.98,0,9.79,0,0,0,0,0,F,40-49
130053,75.09,52.11,19,15.58,5.99,23.41,11.2,0,7.94,0,0,10.97,F,60+
130054,45.77,55.76,17,4,0,13.74,16.83,0,0,0,0,0,F,60+
130056,26.56,39.77,10,5.54,3.55,2.41,14.42,0,0,0,0,0,F,40-49
130059,32.33,23.81,5,23.84,0,0,0,8.49,0,0,0,0,F,40-49
130061,48.83,69.42,15,32,0,3.84,0,0,6.22,0,0,5.28,F,Under 19
130063,48.35,26.74,5,27.38,0,5.99,0,0,0,0,0,4.99,F,60+
130064,39.62,25.64,7,11.26,4.49,0,7.89,3.49,3,0,0,0,F,60+
130066,85.69,70.17,14,35.97,8.48,0,0,37.66,0,0,0,0,F,40-49
130069,14.15,13.33,3,0,0,0,7.17,2.99,0,0,0,3.99,M,60+
130078,64.61,47.17,13,27.3,2.39,5.87,8.07,20.88,0,0,0,0,M,60+
130079,77.37,60.66,26,35.59,4.27,10.88,10.48,2.39,0,0,0,7.98,F,50-59
130083,58.55,44.46,14,9.93,5.98,12.44,16.23,0,0,0,0,3.99,F,50-59
130087,14.63,13.78,4,0,0,8.67,5.96,0,0,0,0,0,M,Under 19
130088,71.23,56.05,22,19.17,0,7.59,32.57,0,0,0,0,5.29,F,50-59
130089,25.5,20.97,10,0,11.98,10.53,0,2.99,0,0,0,0,F,50-59
130090,160.58,104.34,37,72.47,11.21,28.5,8.99,10.68,10.29,0,0,3,F,50-59
130091,112.66,74.75,24,61.71,21.76,12.72,5.99,7.49,0,0,0,2.99,F,50-59
130094,90.99,65.8,17,36.94,10.46,4.67,24.93,5.99,5,0,0,3,F,20-29
130097,13.71,10.61,9,12.77,0,0,0,0,0,0,0,0,F,50-59
130099,201.58,173.97,51,10.6,49.09,36.83,30.53,34.84,0,0,0,0,F,40-49
130100,106.17,72.89,24,5.49,14.67,59.82,0,0,11.7,0,0,0,F,50-59
130101,39.46,32.5,18,23.8,10.38,3.96,0,0,0,0,0,0,F,20-29
130102,11.39,10.01,7,0,6.99,1.79,0,0,0,0,0,2.29,F,Under 19
130105,34.97,29.98,7,0,0,16.48,0,0,0,9,0,3,F,40-49
130107,16.06,9.53,3,2.79,1.99,0,11.28,0,0,0,0,0,M,40-49
130108,47.92,36.56,13,40.5,3,4.1,0,0,0,0,0,0,M,50-59
130109,112.12,102.23,37,23.65,28.94,10.37,20.87,9.25,5.84,0,0,12.27,F,20-29
130113,11.28,8.13,2,8.99,0,0,0,0,0,0,0,2.29,M,50-59
130114,16.4,10.55,5,0,3.29,0,0,8.99,0,0,0,3.99,M,30-39
130115,17.96,15.1,8,0,9,0,0,0,0,0,0,8,M,20-29
130117,142.76,99.12,28,27.23,6.61,32.37,14.27,29.33,0,0,0,0,F,20-29
130119,132.91,78.6,28,43.03,21.46,57.82,0,0,0,0,0,0,F,20-29
130121,141.99,97.67,30,59.09,4.99,22.2,0,35.45,4.99,0,0,0,M,20-29
130123,61.85,33.33,13,17.98,0,13.7,0,0,6.19,0,0,3.99,M,Under 19
130124,15.18,6.38,2,0,0,0,8.99,0,6.19,0,0,0,M,40-49
130126,31.89,28.38,8,8.32,0,3.99,14.59,0,0,0,0,4.99,F,30-39
130130,29.1,18.48,16,4.49,8.69,0,0,7.99,0,0,0,2.29,F,40-49
130132,10.17,3.8,3,5.18,0,0,0,0,0,0,0,0,F,30-39
130134,59.96,35.47,15,18.38,0,9.99,0,0,0,0,0,4.99,F,40-49
130135,31.45,21.07,9,9.48,4.89,10.29,6.49,0,0,0,0,0,F,20-29
130137,5.35,2.5,2,0,0,5.35,0,0,0,0,0,0,F,30-39
130139,51.2,30.76,20,19.77,4.39,0.96,0,0,16.79,0,0,0,F,50-59
130140,79.64,65.47,22,13.15,24.65,13.92,13.98,10.99,0,0,0,0,F,30-39
130141,10,2.7,2,0,0,0,0,0,0,0,0,0,M,40-49
130143,177.47,132.53,53,65.14,21.44,12.53,56.44,0,0,0,0,4.99,M,20-29
130144,47.3,17.83,9,7.45,4.88,6.99,0,0,14,0,0,2,M,20-29
130145,63.44,24.95,5,0,0,8.98,47.97,0,0,0,6.49,0,F,20-29
130146,27.45,19.05,6,8.98,11.98,6.49,0,0,0,0,0,0,F,40-49
130147,10.99,0.02,2,0,0,0,0,0,0,0,0,0,F,40-49
130148,142.84,116.74,47,31.42,2.39,33.91,36.33,0,7.6,0,0,6.58,F,30-39
130149,86.54,29.21,4,0.99,0,0,85.55,0,0,0,0,0,M,40-49
130150,145.22,82.33,47,51.13,28.42,31.11,0,0,8,5.59,0,7.58,M,40-49
130152,42.78,3.2,3,1.27,0,0,0,0,0,0,0,0,F,50-59
130153,56.29,32.88,23,4.36,1.99,10.66,11.95,0,0,0,0,0,F,20-29
130155,203.83,144.85,35,51.38,33.39,9.21,58.28,11.28,0,28.98,0,10.99,M,60+
130156,77.74,45.64,15,11.38,7.78,24.76,25.13,0,0,0,0,4,F,20-29
130159,152.44,105.39,43,27.06,21.76,89.33,0,5,0,0,0,0,F,60+
130160,38.78,34.92,10,3,2.49,8.65,20.3,0,0,0,0,0,M,60+
130165,78.43,47.76,8,53.36,0,2.28,16.6,0,6.19,0,0,0,F,50-59
130166,46.98,18.87,5,0,0,15.99,0,0,0,0,0,6,F,40-49
130170,5.99,4.88,2,0,0,3,0,0,0,0,0,2.99,M,20-29
130171,44.43,31.71,6,0,0,14.99,0,0,2.46,0,0,0,F,20-29
130172,50.23,31.75,16,17.13,3.39,0,0,0,0,9.29,0,0,F,30-39
130173,40.45,40.18,11,8.8,5.49,1.99,20,0,0,0,0,3.29,M,30-39
130174,23.85,14.17,9,11.95,1.49,0,0,5,0,0,0,3.29,F,30-39
130177,22.63,28.69,1,0,0,0,22.63,0,0,0,0,0,F,30-39
130178,15.34,8.78,6,8.47,0,6.74,0,0,0,0,0,0,F,40-49
130179,5,4.25,1,0,0,0,0,5,0,0,0,0,F,20-29
130183,24.15,12.89,5,3.17,0,0,0,0,0,0,0,0,F,50-59
130185,40.62,30.76,11,10.73,14.03,5.98,0,0,0,0,0,0,F,50-59
130187,47.4,30.05,10,11.58,0,18.16,3,11.67,0,0,0,2.99,F,40-49
130190,6.78,2.74,2,3.49,0,0,0,0,0,0,0,3.29,F,30-39
130193,28.86,23.71,11,21.98,0,0,0,0,0,0,0,0,F,60+
130195,5.27,5.32,2,1.27,0,0,0,0,0,4,0,0,F,20-29
130196,14.17,8.38,3,0,5.99,8.18,0,0,0,0,0,0,F,30-39
130201,204.07,92.63,43,101.84,7.88,12.36,38.22,0,0,0,29.99,8.28,F,30-39
130204,67.05,69.47,15,5.98,23.52,11.99,0,0,6.1,0,0,0,M,60+
130205,195.71,100.03,43,102.45,26.25,0,14.17,13.18,0,0,7.99,6.58,F,50-59
130207,38.59,28.57,10,17.84,8.99,3.97,0,7.47,0,0,0,0,M,40-49
130209,12.96,12.02,6,2.97,3.39,0,0,0,0,0,0,2.99,F,50-59
130210,39.02,30.1,16,11.95,12.04,14.61,0,0,0,0,0,0,F,50-59
130213,24.65,7.11,5,0,0,0.65,0,5,18,0,0,0,F,50-59
130215,40.52,35,10,16.27,23.94,0,0,0,0,0,0,0,M,20-29
130216,66.31,35.11,11,3.17,0,34.34,25.81,0,0,0,0,2.99,F,40-49
130218,185.55,131.34,50,57.9,45.03,42.36,0,27.67,0,5.99,0,5.98,F,30-39
130219,335.67,235.95,45,74.97,29.33,29.25,55.16,17.96,6.45,0,0,23.74,F,50-59
130221,66.66,49.14,20,5,38.61,13.9,0,0,0,0,0,2.29,F,40-49
130222,9.51,4.44,2,0,5.99,3.52,0,0,0,0,0,0,F,30-39
130224,71.84,49.68,27,16.07,28.29,12.22,0,1.99,0,0,0,12.47,F,40-49
130225,22.92,13.38,17,9.49,0,5.57,0,0,0,0,0,6.58,F,40-49
130226,91.09,73.95,19,10.19,3.8,6.49,63.65,0,6,0,0,0,F,50-59
130228,112.08,53.28,13,13.58,0,33.97,32.17,0,32.36,0,0,0,F,50-59
130230,125.82,83.23,18,33.96,3.99,14.09,0,0,20.51,34.98,0,0,F,40-49
130232,41.12,19.71,14,6.05,0,5.43,24.25,0,0,0,0,4.99,F,40-49
130234,30.21,28.18,9,0,14.97,9.89,0,0,0,0,0,2.29,F,Under 19
130236,39.51,14.46,10,0,4.99,10.21,0,0,15,0,0,5.99,F,40-49
130241,41.2,21.01,7,9.52,12.98,3.04,5.66,0,10,0,0,0,M,40-49
130246,14.86,9.6,6,14.66,0,0,0,0,0,0,0,0,F,40-49
130247,81.57,64.89,26,24.37,24.05,0,9.28,0,0,0,0,0,M,40-49
130248,3.29,0.01,1,0,0,0,0,0,0,0,0,3.29,F,50-59
130250,28.14,12.33,4,16.48,0,0,0,11.66,0,0,0,0,F,30-39
130252,29.99,23.42,5,3.29,0,0,0,23.91,0,0,0,0,M,30-39
130254,109.19,97.61,27,24.96,18.05,26.69,21.34,0,0,0,0,2.99,F,60+
130256,19.76,13.64,7,7.07,0,0,0,0,5.49,0,0,0,F,40-49
130257,242.84,153.53,34,26.87,15.7,0,93.22,6.87,5.55,0,0,0,F,30-39
130258,25,39.28,7,0,0,0,25,0,0,0,0,0,F,30-39
130259,104.15,66.51,23,6.59,7.39,90.17,0,0,0,0,0,0,F,40-49
130260,157.65,85.23,37,59.83,8.58,24.76,15.18,0,30,0,0,0,F,30-39
130261,53.13,31.94,20,15.92,10.49,0,0,0,0,0,0,0,F,50-59
130262,4.99,2.1,1,0,0,0,0,0,0,0,0,4.99,F,50-59
130264,54.76,71.42,17,10.97,2.39,2.96,0,0,0,0,0,10.98,F,30-39
130266,56.29,23.76,9,0,5.5,1.75,0,0,0,0,0,7.48,F,40-49
130267,41.6,31.55,8,11.78,29.18,0,0,0,0,0,0,0,M,30-39
130269,18.01,14.73,7,1.99,9.98,0,0,0,0,0,0,0,M,60+
130271,43.31,22.24,16,15.17,6.28,0,0,4.99,0,0,0,5.79,F,50-59
130272,29.74,17.06,7,9.51,0,12.24,0,7.99,0,0,0,0,M,50-59
130281,37.82,32.71,11,7.79,3.49,20.84,0,0,0,0,0,0,M,60+
130282,8.42,1.19,3,1.74,0,0,0,0,6.68,0,0,0,F,40-49
130283,72.52,43.92,18,9.56,15.85,0,4.99,1.99,3.2,5.99,0,2.69,M,30-39
130285,34.47,28.22,13,16.75,0,8.07,0,0,0,0,0,2.99,M,30-39
130286,58.93,25.58,8,11.29,0,8.77,0,0,30,0,0,4.49,M,40-49
130288,8.32,0.04,2,0,0,0,0,0,8,0,0,0.32,F,40-49
130297,128.07,108.28,30,18.18,20.86,30.35,42.79,6.78,0,0,0,0,F,30-39
130298,32.08,20.94,13,15.17,5.69,0,0,0,0,0,0,3.99,F,Under 19
130301,86.28,67.27,35,38.48,6.84,23.05,5.49,11.97,0,0,0,0,F,40-49
130304,28.8,19.05,11,0,1,1.21,10.08,0,5.13,0,0,5.99,F,60+
130305,51.3,28.3,14,9.56,0,15.07,13.49,0,3,0,0,0,M,60+
130306,76.11,60.76,16,8.66,11.38,7.75,0,12.98,4.99,0,0,0,F,40-49
130307,6.61,2.69,3,0,0,2.61,0,0,0,0,0,4,F,50-59
130311,71.66,40.13,14,0,11.28,17.62,38.76,0,0,0,0,4,F,60+
130312,43.89,32.5,13,15.85,0,11.57,16.47,0,0,0,0,0,M,30-39
130317,60.34,34.62,12,13.77,4.69,1.3,32.58,4.29,0,0,0,3.29,F,40-49
130318,73.33,36.07,16,4.7,2.69,7.07,0,28.87,0,0,0,26.02,F,40-49
130319,99.2,56.2,12,11.77,14.49,0,68.3,0,0,0,0,0,F,30-39
130320,15.63,13.71,7,6.15,0,9.48,0,0,0,0,0,0,F,50-59
130321,26.97,16.26,4,9.98,0,0,0,0,0,13.99,0,0,M,50-59
130322,157.18,124.91,40,62.48,21.66,38.68,0,0,0,0,0,0,M,20-29
130323,77.12,43.41,22,20.07,6.58,0,33.59,0,0,0,0,5.29,F,40-49
130324,11.39,3.51,5,0,3.79,0,0,0,0,0,0,7.28,M,60+
130327,42.79,41.57,5,0,0,15.22,0,0,0,0,0,0,F,60+
130329,115.05,80.81,18,2.99,3,0,86.04,10,0,0,0,2.29,F,50-59
130331,44.26,44.86,21,6.25,10.48,0,17.43,0,0,0,0,4.99,F,30-39
130333,149.68,101.81,37,66.22,22.25,4.49,43.04,9.07,0,0,0,4.49,M,20-29
130335,290.52,199.64,69,85.84,75.17,68.74,-7.49,7.38,0,0,0,11.57,F,40-49
130337,20.87,9.15,6,4.5,0,13.37,0,0,3,0,0,0,M,60+
130338,27.13,14.93,5,7.66,9.19,0,0,0,0,0,0,2.29,F,30-39
130339,155.02,84.34,22,5.79,31,35.18,55.81,15.99,0,0,0,6.29,F,30-39
130341,139.39,119.84,47,35.77,28.72,23.94,25,8.43,0,0,0,10.57,F,50-59
130342,65.48,31.52,13,12.99,0,0,7.24,0,0,0,0,7.28,F,60+
130343,67.74,43.13,9,0,11.98,16.46,32.07,0,0,0,0,0,F,60+
130344,89.06,45.55,20,27.94,0,12.39,0,0,0,0,0,11.47,F,50-59
130347,121.2,78.46,15,49.57,5.29,31.74,29.91,4.69,0,0,0,0,F,50-59
130349,81.65,50.62,17,0,14.96,18.54,0,33.04,4.83,0,0,10.28,F,60+
130350,37.81,26.33,19,14.86,10.37,0,5.99,0,0,0,0,0,M,60+
130351,44.09,49.98,13,3.26,0,2.9,0,0,14.99,0,0,0,F,50-59
130355,29.25,23.3,11,0,4.99,3.69,0,0,7.37,5.39,0,0,M,40-49
130356,276.08,182.56,70,74.11,50.21,40.41,72.24,4.49,0,0,0,0,F,40-49
130359,16.05,12.21,7,9.37,0,0,0,0,5.84,0,0,0,F,40-49
130361,43.79,41.57,9,10,0,0,0,0,24.45,0,0,0,M,50-59
130362,19.49,9.56,4,0.99,0,2.31,11.9,4.29,0,0,0,0,F,40-49
130363,76.45,52.74,26,0,22.35,27.81,6.99,0,18.98,0,0,0,F,60+
130364,82.06,42.51,14,10.13,0,24.48,0,7.19,14.99,0,0,0,F,20-29
130366,25,29.97,7,0,0,0,25,0,0,0,0,0,F,40-49
130368,-25,-6.72,1,0,0,0,-25,0,0,0,0,0,F,40-49
130369,37.8,69.16,11,0,0,0,12.01,0,12.8,0,0,0,M,30-39
130378,75.85,15.57,19,8.95,0,0,0,0,39.44,0,0,4.99,F,30-39
130379,85.04,43.18,20,14.58,8.58,14.76,33.84,0,0,0,0,13.28,F,40-49
130381,12.37,7.49,3,5.58,0,0,0,6.79,0,0,0,0,F,30-39
130385,34.98,30.65,10,2.49,0,2.49,25,5,0,0,0,0,F,Under 19
130387,5.99,4.56,4,3,0,0,0,0,0,0,0,2.99,F,20-29
130388,147.61,110.35,45,66.49,16.39,30.41,0,27.13,0,0,0,0,M,40-49
130391,53.87,31.33,11,0,0,31.51,11.87,0,0,10.49,0,0,M,40-49
130396,108.94,88.47,39,29.41,8.88,21.35,24.88,0,4,0,0,4,F,40-49
130398,46.16,34.67,13,29.41,0,4.29,0,0,7.81,0,0,0,F,60+
130401,33.96,10.12,4,0,0,0,0,0,0,0,0,10.99,F,50-59
130404,16.6,11.05,7,9.16,0,0,0,0,0,0,0,2.29,F,20-29
130405,35.81,16.39,8,0,1.59,0,0,0,18.14,0,0,0,F,50-59
130406,24.08,0.56,2,0,0,0,0,0,0,0,0,0,F,30-39
130408,10.21,6.19,2,8.99,0,1.22,0,0,0,0,0,0,M,60+
130410,251.7,116.82,29,24.63,4.27,16.55,152.66,0,0,40.96,0,0,F,40-49
130411,133.04,64.71,33,61.47,23.74,0,28.54,0,0,0,0,10.48,F,20-29
130413,19.46,13.12,4,0,6.49,0,5.99,6.98,0,0,0,0,F,30-39
130414,28.32,23.48,11,0,3,0,-6.8,0,0,0,0,0,F,30-39
130417,60.2,46.2,21,30.41,3.99,21.19,0,0,0,4.49,0,0,F,30-39
130420,40.86,35.41,11,14.38,10.38,1.94,11.2,0,0,0,0,0,F,60+
130422,14.83,6.21,7,0,0,8.55,0,0,0,0,0,6.28,M,60+
130423,61.57,87.52,7,3.49,0,0,58.08,0,0,0,0,0,F,50-59
130424,130.92,99.32,32,52.39,7.34,11.33,0,25.87,0,9.99,0,0,M,30-39
130428,58.53,43.69,16,24.83,11.58,1.79,5.69,0,5.89,0,0,1,F,40-49
130434,83.21,63.58,19,14.35,28.44,11.68,5.69,20.94,0,0,0,0,M,30-39
130435,40.05,11.57,5,3.79,0,0,18.98,0,0,0,0,3.29,M,50-59
130436,5.98,2.04,2,0,0,0,0,0,0,0,0,5.98,M,50-59
130437,6.57,2.01,3,0,0,3.28,0,0,0,0,0,3.29,F,40-49
130441,48.83,26.85,10,0,0,10.26,0,0,12.99,0,0,2.99,F,60+
130443,76.48,77.83,17,21.96,14.67,1.99,0,10.23,26.99,0,0,0,F,20-29
130444,54.29,33.79,17,29.03,0,9.99,0,0,11,0,0,2.29,F,40-49
130448,234.42,166.37,68,66.2,20.28,40.93,53.86,18.79,5,0,0,2.29,F,40-49
130449,30.5,21.35,14,10.58,0,0,0,10,0,5.99,0,3.29,M,50-59
130451,12.4,9.72,6,5.59,3,3.49,0,0,0,0,0,0,F,40-49
130455,46.1,28.13,9,13.15,3.49,5.28,24.06,0,0,0,0,0,F,20-29
130457,26.61,16.41,7,0,0,26.61,0,0,0,0,0,0,F,30-39
130458,53.33,38.51,18,16.91,4.19,11.46,0,0,3.08,0,0,0,F,30-39
130459,9.49,8.98,2,0,0,0,0,5,0,4.49,0,0,F,40-49
130460,66.42,52.49,24,30.69,4.49,12,9.21,0,0,0,0,0,F,20-29
130461,39.03,35.92,8,19.75,4.49,0,9.8,0,0,0,0,0,F,50-59
130463,78.12,50.53,27,20.69,4.99,0,14.18,15.98,0,0,0,0,M,Under 19
130467,25.75,17.78,4,5.29,0,4.71,0,0,15.75,0,0,0,F,30-39
130468,20.66,11.38,5,3.69,0,0,6,0,0,0,0,6.98,F,Under 19
130469,30.98,4.26,10,2.39,0,9.31,0,0,12.18,0,0,0,F,50-59
130470,11.2,8.37,5,1.79,8.99,0,0,0,0,0,0,0,F,20-29
130472,29.56,20.92,10,14.26,4.49,3,6.49,0,0,0,0,0,F,60+
130473,20.9,9.01,4,2.99,0,12.88,0,0,0,0,0,0,F,60+
130474,36.98,28.11,12,28,8.98,0,0,0,0,0,0,0,F,60+
130475,22.68,16.89,6,4.47,9.99,1.98,0,0,6.24,0,0,0,F,60+
130476,47.12,38.26,10,2.89,0,0,19.47,5.38,19.38,0,0,0,F,40-49
130478,108.32,58.81,27,24.81,12.68,23.54,0,0,10.99,0,0,13.47,F,30-39
130479,13.17,10.18,9,3.99,1.99,2.28,0,1.49,0,3.19,0,0,F,30-39
130480,86.68,52.43,30,25.19,16.93,16.83,0,0,0,0,0,8.99,F,40-49
130481,174.54,160.75,55,30.5,47.29,20.49,16.97,14.78,0,0,0,2.99,M,20-29
130482,64.39,49.09,14,12.48,2.19,12.87,20.76,0,0,0,0,0,F,20-29
130483,19.99,20.55,1,0,0,0,0,0,0,0,0,0,F,20-29
130484,28.09,21.06,11,2.79,10.27,0,0,14.29,0,0,0,0,F,50-59
130486,58.47,32.7,17,12.25,0,17.22,-7.6,0,0,0,0,4,F,Under 19
130489,30.21,21.15,8,19.77,0,5.95,0,0,0,0,0,0,F,60+
130494,72.87,58.77,23,17.35,13.45,0,18.58,8.16,0,0,0,8.48,M,20-29
130495,90.92,92.25,18,20.27,4,7.39,11.53,0,2.3,5.99,0,0,F,20-29
130496,52.01,46.88,14,6.16,0,17.97,5.99,0,0,0,0,0,F,40-49
130497,49.31,26.5,7,4.19,3.79,7.37,0,0,0,0,19.98,0,M,40-49
