TILL_RECEIPT_NUMBER,sales,cost,quantity,CU_GENDER,CU_AGE_RANGE,CUSTOMER_TYPE,beef,fruit,vegetables,frozenfood,deli,poultry,salad,health,beauty,hotfood,horticulture
84155,14.56,18.26,3,F,40-49,CUSTOMER,0,0,0,3.49,0,5,6.07,0,0,0,0
84165,-12.99,-12.99,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84166,9.99,2.11,2,F,40-49,CUSTOMER,0,0,0,0,9.99,0,0,0,0,0,0
84170,100.23,67.78,22,F,30-39,CUSTOMER,0,4.3,5.34,0,0,0,5.99,15.99,0,0,0
84172,46.96,27.28,8,F,40-49,CUSTOMER,0,6.99,10.21,0,0,0,0,0,0,0,0
84174,-9.21,-7.29,5,F,40-49,CUSTOMER,0,0,-9.21,0,0,0,0,0,0,0,0
84176,5.57,3.04,2,F,40-49,CUSTOMER,0,0,5.57,0,0,0,0,0,0,0,0
84179,22.41,4.35,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84180,138.56,75.02,24,M,60+,CUSTOMER,5.82,3.14,5.4,12.16,12.99,5.73,0,0,0,0,34.99
84183,43.32,30.01,8,F,Under 19,CUSTOMER,0,6.99,0,6.99,10.99,0,0,0,0,0,0
84184,14.57,9.47,3,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84186,27.94,17,8,F,60+,CUSTOMER,0,0,0,3.49,19.47,0,0,0,0,0,0
84190,22.78,19.01,4,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84191,19.01,16.11,5,F,40-49,CUSTOMER,0,0,0,0,6.49,0,0,0,0,0,0
84192,23.97,6.21,5,F,50-59,CUSTOMER,0,6.99,0,0,0,0,0,0,0,0,0
84196,32.95,20.16,5,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84197,-7.99,-2.37,1,F,50-59,CUSTOMER,0,0,-7.99,0,0,0,0,0,0,0,0
84200,21.98,3.01,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84207,56.53,20.2,2,F,30-39,CUSTOMER,48.16,0,0,0,0,0,0,0,0,0,0
84210,85.26,62.09,23,F,Under 19,CUSTOMER,0,0,2.59,7.99,0,0,0,0,0,0,0
84216,37.47,25.88,10,F,50-59,CUSTOMER,0,6.99,9.41,0,5.99,0,0,0,0,0,0
84227,6.29,1.69,2,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84228,0,0,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84230,62.51,42.45,9,F,30-39,CUSTOMER,0,0,0,0,0,0,0,17.99,0,0,34.99
84231,18.91,13.93,8,M,50-59,CUSTOMER,0,0,2.49,6,0,0,0,0,0,0,0
84236,26.18,16.68,4,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84241,26.85,21.7,3,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84251,8.98,2.78,6,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84254,3.7,3.51,3,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84257,18.78,12.97,12,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84262,16.69,7.71,4,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84263,42.14,27.46,6,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84264,0,0,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84268,0,-11.98,2,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84270,3.87,1.49,3,F,20-29,CUSTOMER,0,0,3.87,0,0,0,0,0,0,0,0
84271,39.29,6.68,3,M,40-49,CUSTOMER,0,6.99,0,0,0,0,0,0,0,0,0
84277,10.96,11.75,5,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84280,16.86,14.1,5,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84286,25.98,0.01,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84290,9.11,8.39,4,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84300,27.96,11.59,3,F,50-59,CUSTOMER,0,6.99,0,0,0,0,0,0,0,0,0
84304,28.59,6.72,12,M,Under 19,CUSTOMER,0,0,0,9.49,0,0,0,0,0,0,0
84306,10.45,3.91,6,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84307,1.49,5.99,2,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84313,11.41,8.35,5,F,50-59,CUSTOMER,0,0,1.88,0,0,0,0,0,0,0,0
84316,12.89,11.61,3,M,60+,CUSTOMER,0,0,0,0,0,0,9.4,0,0,0,0
84317,59.19,43.27,15,F,40-49,CUSTOMER,0,1.09,1.69,0,0,0,0,0,0,0,0
84320,242.27,157.14,4,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84321,2.98,4.02,2,M,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84325,22.98,14.48,3,M,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84328,12.06,5.78,3,F,40-49,CUSTOMER,0,0,0,0,0,0,4.57,0,0,0,0
84333,4.98,3.11,2,F,60+,CUSTOMER,0,0,0,4.98,0,0,0,0,0,0,0
84334,29.5,18.61,11,F,20-29,CUSTOMER,0,4.69,0,2.49,7.99,0,3.28,0,0,0,0
84339,0,0,1,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84342,65.03,34.1,14,F,20-29,CUSTOMER,0,26.73,14.41,0,0,0,0,0,0,0,0
84346,21.5,17.02,6,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84347,0,0,1,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84348,0,0,4,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84350,14.08,12.49,2,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84351,53.38,53.32,17,F,20-29,CUSTOMER,10.53,0,0,0,0,0,0,0,0,0,0
84352,4,0.01,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84353,0,0,1,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84356,18.6,2.4,6,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84357,32.79,32.32,9,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84361,12.17,8.7,6,F,40-49,CUSTOMER,0,0,0,10.68,0,0,0,0,0,0,0
84364,30.55,20.84,8,F,50-59,CUSTOMER,0,4.49,3.84,0,0,0,0,0,0,0,0
84365,12.98,-1.3,3,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,-1.00E-02,0,0
84369,14.03,1.64,6,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84370,3.97,4.18,4,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84384,98.57,60.91,17,F,30-39,CUSTOMER,21.78,4.69,6.37,11.89,0,7.63,0,4.59,0,0,0
84385,70.55,54.01,13,F,20-29,CUSTOMER,0,3.69,3.01,37.07,0,0,0,0,0,0,0
84386,180.31,209.02,44,F,30-39,CUSTOMER,0,16.01,7.29,4.49,5.99,0,18.63,0,0,0,0
84387,86.13,63.28,21,F,30-39,CUSTOMER,0,0,13.7,0,0,0,10.43,0,0,0,0
84388,21.27,18.35,8,F,30-39,CUSTOMER,3.28,0,1.98,0,0,6.34,0,0,0,0,0
84389,24.47,17.97,5,F,30-39,CUSTOMER,0,0,3.49,0,0,11.77,0,0,0,0,0
84392,28.38,12.39,8,F,30-39,CUSTOMER,0,0,0,0,6.98,12.91,0,0,0,0,0
84420,20.06,18.2,8,F,40-49,CUSTOMER,0,0,0,0,0,0,10.6,0,0,0,0
84421,37.28,30.02,17,F,30-39,CUSTOMER,0,0.71,8.46,0,0,8.75,0,0,0,0,0
84425,61.12,38.54,13,F,30-39,CUSTOMER,0,11.25,5.58,8.49,0,0,0,0,0,0,0
84426,0,0,1,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84428,6.99,1.05,2,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84431,34.5,23.06,7,F,60+,CUSTOMER,0,8.33,0,0,0,0,4.6,11.49,0,0,0
84434,56.22,39.06,14,M,30-39,CUSTOMER,0,7.98,8.56,0,0,0,0,0,0,0,0
84435,27.07,47.73,6,F,40-49,CUSTOMER,0,0,0,0,0,0,3.52,0,0,0,0
84441,127.79,77.5,39,M,60+,CUSTOMER,0,24.81,11.4,0,0,0,0,5.29,0,0,0
84444,18.09,16.75,7,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84446,2.79,1.58,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84451,83.72,56.24,9,F,60+,CUSTOMER,0,0,0,61.16,0,0,4.9,0,0,0,0
84452,90.54,69.12,18,M,40-49,CUSTOMER,0,27.47,4.08,7.99,0,0,0,0,0,0,0
84455,34.36,36.24,20,F,50-59,CUSTOMER,0,6.99,0,0,0,0,0,0,0,0,0
84458,11.1,8.48,5,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84459,13,0.01,1,M,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,13,0
84460,9.99,7.5,1,M,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84462,110.53,67.88,21,F,30-39,CUSTOMER,0,14.25,15.16,0,0,21.1,0,0,0,0,0
84466,21.29,10.26,2,F,60+,CUSTOMER,17.07,0,4.22,0,0,0,0,0,0,0,0
84472,107.29,52.87,27,F,50-59,CUSTOMER,18.35,9.16,5.97,0,9.99,26.86,0,0,0,0,0
84475,45.34,29.86,15,F,20-29,CUSTOMER,0,0,0,0,0,0,0,24.99,-15,0,0
84485,39.62,20.21,8,F,30-39,CUSTOMER,0,1.47,0,0,0,23.93,0,0,0,0,0
84486,50.27,48.94,7,M,30-39,CUSTOMER,32.88,0,3.49,8.59,0,0,0,0,0,0,0
84487,70.56,70.58,21,M,20-29,CUSTOMER,0,9.08,2.34,0,0,0,0,0,0,0,0
84490,7.76,3.17,2,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84491,0,0,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84492,36.74,21.5,10,M,20-29,CUSTOMER,7.35,0,0,0,0,0,0,0,0,0,0
84499,15.29,-2.3,7,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84504,10.49,8.37,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,10.49,0,0,0
84506,0,0,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84509,20.16,12.72,4,F,40-49,CUSTOMER,0,6.99,5.99,0,0,0,0,0,0,0,0
84514,14.98,9.08,2,F,40-49,CUSTOMER,0,0,0,14.98,0,0,0,0,0,0,0
84515,34.06,20.93,7,F,40-49,CUSTOMER,0,0,2.98,0,0,0,0,0,0,0,0
84520,22.99,13.31,6,F,40-49,CUSTOMER,0,0,0,0,0,0,3.74,0,0,0,0
84522,4.61,2.95,2,M,20-29,CUSTOMER,0,0,1.62,0,0,0,0,0,0,0,0
84523,3.99,3.2,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84525,40.1,40.78,8,F,50-59,CUSTOMER,0,0,0,2.99,0,0,0,0,0,12.13,0
84530,0,0,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84531,16.51,12.84,8,F,40-49,CUSTOMER,0,6.99,0,0,0,0,0,0,0,0,0
84536,10.44,4.7,2,F,40-49,CUSTOMER,0,0,0,0,0,0,3.15,0,0,0,0
84538,14.1,8.34,5,F,40-49,CUSTOMER,0,0,0,0,0,0,3.03,0,0,0,0
84543,7.98,1.31,4,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84544,31.24,23.7,4,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84545,41.06,22.65,13,F,30-39,CUSTOMER,0,0,0,0,6.49,0,0,0,0,0,0
84548,21.15,13.98,8,F,30-39,CUSTOMER,0,0,2.89,0,0,0,0,0,0,0,0
84549,19.97,12.93,7,F,50-59,CUSTOMER,0,8.38,0,0,0,0,0,0,0,0,0
84555,0,0,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84569,0,0,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84574,23.78,20.77,8,M,30-39,CUSTOMER,0,0,0,0,0,0,0,9.99,0,0,0
84578,16.64,11.84,5,F,40-49,CUSTOMER,0,4.47,0,0,0,0,0,0,0,0,0
84580,60.1,43.11,23,F,30-39,CUSTOMER,0,18.36,0,0,0,0,0,0,0,0,0
84581,75.67,46.7,13,F,30-39,CUSTOMER,28.68,0,2.68,2.49,0,0,0,0,0,0,0
84585,0,0,1,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84587,24.55,15.13,8,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,1.48,0,0
84590,22.98,6.74,7,F,40-49,CUSTOMER,0,0,0,0,15.98,0,0,0,0,0,0
84593,3.32,4.28,4,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84597,34.95,26.3,6,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84599,34.56,31.1,4,M,50-59,CUSTOMER,0,0.77,3.79,0,0,0,0,0,0,0,0
84602,13.02,9.3,3,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84608,19.55,16.83,6,F,50-59,CUSTOMER,0,7.49,1.56,0,0,0,0,0,0,0,0
84611,0,0,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84612,54.3,43.59,11,F,50-59,CUSTOMER,19.66,4.88,5.99,0,5.99,0,0,0,0,0,0
84613,63.41,44.27,20,F,30-39,CUSTOMER,0,9.43,3.98,4.49,0,0,0,20.98,-2,0,0
84617,14.96,6.61,7,M,20-29,CUSTOMER,0,0,0,0,0,0,0,14.39,-14,0,0
84619,15.84,15.12,7,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84626,22.95,16.91,7,F,40-49,CUSTOMER,0,3.86,0,0,0,0,0,0,2.49,0,0
84628,26.49,10.8,4,F,60+,CUSTOMER,21.42,0,0,0,0,0,0,0,0,0,0
84629,8.99,7.37,2,M,30-39,CUSTOMER,0,0,0,0,0,0,0,5.99,0,0,0
84630,21.36,9.49,1,F,60+,CUSTOMER,0,0,0,0,0,21.36,0,0,0,0,0
84631,39.72,36.86,8,F,60+,CUSTOMER,0,2.12,4.35,0,0,0,0,0,0,0,0
84632,219.96,51.23,4,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84633,0,0,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84635,0,0,4,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84638,12.28,6.59,5,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84644,15.33,11.14,3,M,50-59,CUSTOMER,0,0,0,0,0,0,0,8.99,0,0,0
84652,29.48,10.3,3,F,20-29,CUSTOMER,0,0,0,0,0,0,27.98,0,0,0,0
84657,18.83,16.9,8,F,60+,CUSTOMER,0,1.75,0,0,0,0,0,0,0,0,0
84661,71.11,61.22,13,F,30-39,CUSTOMER,9.03,0,0,0,9.98,0,0,0,0,39.5,0
84669,5.99,2.99,3,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84670,15.77,3.88,3,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84672,73.07,43.55,14,F,50-59,CUSTOMER,0,13.16,15.04,0,0,10.58,0,0,0,0,0
84677,0,0,2,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84678,0,0,1,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84679,0,0,1,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84680,39.99,23.63,2,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,39.99
84682,0,0,1,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84683,0,0,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84684,0,0,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84685,27.1,15.03,8,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84688,5.99,4.03,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84689,0,0,1,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84690,21.13,12.9,3,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84693,38.83,24.42,12,F,Under 19,CUSTOMER,0,0,0,3.99,0,0,4.76,0,0,0,0
84694,56.98,26.24,3,F,20-29,CUSTOMER,39.92,0,0,0,0,17.06,0,0,0,0,0
84698,81.71,63.34,21,F,40-49,CUSTOMER,0,18.49,16.43,0,0,0,0,0,0,0,0
84700,47.1,34.75,10,F,20-29,CUSTOMER,0,11.28,15.99,0,0,0,0,5.99,0,0,0
84701,37.48,12.94,8,F,40-49,CUSTOMER,0,0,0,0,0,0,14.5,0,0,17,0
84702,11.73,9.44,7,F,50-59,CUSTOMER,0,0,3.99,0,0,0,0,0,0,0,0
84703,73.34,45.53,15,F,40-49,CUSTOMER,12.04,0,5.99,0,9,0,0,0,5.38,4.49,0
84708,7.45,21.3,2,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84713,0,0,1,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84715,62.95,34.92,20,M,40-49,CUSTOMER,0,18.38,4.98,0,0,0,0,0,0,0,0
84719,2.98,1,2,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84723,3.99,3.72,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84726,122.99,67.54,24,F,30-39,CUSTOMER,0,0,0,0,0,0,0,32.73,24.74,0,0
84730,68.01,39.01,11,F,20-29,CUSTOMER,0,0,3.23,0,0,0,0,0,0,0,0
84736,18.63,9.49,1,F,40-49,CUSTOMER,0,0,0,0,0,18.63,0,0,0,0,0
84739,6.64,8.56,7,M,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84743,0,0,1,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84744,50.8,36.27,14,F,40-49,CUSTOMER,0,9.16,0.96,0,5.99,17.48,4.3,0,0,0,0
84749,58.45,52.22,9,F,40-49,CUSTOMER,9.66,0,1.79,0,0,0,0,0,0,0,0
84750,0,0,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84751,37.46,30.51,8,F,20-29,CUSTOMER,0,0,0,14.96,0,0,0,0,0,0,0
84752,36.55,27.48,5,F,50-59,CUSTOMER,0,0,0,0,0,0,0,23.28,0,0,0
84755,12.88,12.45,4,F,60+,CUSTOMER,5.9,0,0,3.99,0,0,0,0,0,0,0
84757,9.1,9.48,4,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84767,4.99,0.84,1,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84777,35.74,23.05,12,M,40-49,CUSTOMER,6.51,0,2.85,0,0,0,0,0,0,0,0
84779,0,0,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84780,14.11,18.96,5,F,60+,CUSTOMER,0,10,0,0,0,0,0,0,0,0,0
84786,13.71,10.29,13,F,50-59,CUSTOMER,0,5.97,-2.97,0,0,0,0,0,0,0,0
84787,0.31,3.54,4,M,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84788,16.67,5.19,3,F,60+,CUSTOMER,0,3.69,0,0,0,0,0,0,0,10,0
84793,0,0,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84794,6.18,10.46,3,F,60+,CUSTOMER,0,1.32,0,0,0,0,0,0,0,0,0
84798,2.99,0.01,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84805,36.53,27.91,11,M,30-39,CUSTOMER,0,9.68,0,0,7.99,0,0,0,0,0,0
84806,44.47,9.55,5,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84807,33.33,22.87,8,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,16.46,0,0,0
84810,35.31,31.8,6,M,60+,CUSTOMER,12.84,0,0,0,0,0,9.2,0,0,0,0
84812,83.92,53.76,13,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,24.96,0,29.98
84815,23.99,0.03,3,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,14,0
84816,139.01,96.34,25,F,40-49,CUSTOMER,0,6.99,8.99,0,13.99,0,0,0,0,0,0
84817,14.27,8.77,4,M,50-59,CUSTOMER,0,0,0,3.99,7.99,0,0,0,0,0,0
84820,24.99,0.01,1,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84822,152.34,117.9,39,F,40-49,CUSTOMER,0,13.34,0.99,0,13.98,0,6.62,0,0,15.72,0
84825,6.99,5.2,1,M,60+,CUSTOMER,0,0,0,0,0,0,0,6.99,0,0,0
84826,11.32,12.58,8,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84830,28.55,17.92,7,F,30-39,CUSTOMER,0,9.32,4.69,0,0,0,0,0,0,0,10.55
84832,1.49,2.01,2,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84836,23.92,19.29,6,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84846,8.97,6,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84856,5.99,5.07,1,F,60+,CUSTOMER,0,0,0,5.99,0,0,0,0,0,0,0
84858,2.98,14.14,2,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84860,-6.99,-4.29,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84862,126.47,83.27,33,F,40-49,CUSTOMER,22.05,0,0,10,5.99,0,0,0,0,0,0
84864,99.92,70.72,16,F,Under 19,CUSTOMER,0,10.87,18.7,0,0,0,0,8.98,0,0,0
84865,7.47,14.02,3,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84866,191.87,89.32,12,M,50-59,CUSTOMER,4.49,0,0,4.99,0,7.85,8.9,0,0,0,0
84867,18.98,2,2,F,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84883,50.47,50.85,9,F,60+,CUSTOMER,0,2.59,1.49,0,0,0,0,4.39,5,0,0
84892,203.82,123.97,39,F,60+,CUSTOMER,0,5.99,7.77,23.97,22.97,0,9.58,0,0,0,0
84897,59.76,83.2,23,F,40-49,CUSTOMER,0,6.49,0,3.99,0,0,2.33,0,0,0,0
84900,33.97,27.18,10,F,40-49,CUSTOMER,0,12.98,1.96,0,0,0,0,0,0,0,0
84901,19.72,14.56,6,F,20-29,CUSTOMER,0,0,0,0,0,0,3.54,6.79,0,0,0
84911,13.25,7.29,7,F,30-39,CUSTOMER,0,0,0,0,0,0,3,0,0,0,0
84912,34.98,9.9,3,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84913,8.09,11.95,4,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84919,33.03,28.25,9,F,Under 19,CUSTOMER,0,0,0,8.18,0,0,0,0,0,0,0
84920,0,0,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84923,6.17,4.72,5,M,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84925,9.09,6.23,1,M,Under 19,CUSTOMER,0,0,0,0,0,0,0,9.09,0,0,0
84927,0,0,1,F,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84932,8.7,7.52,2,F,50-59,CUSTOMER,0,0,4,0,0,0,4.7,0,0,0,0
84934,-3.99,-3.99,1,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84943,290.4,199.72,52,F,50-59,CUSTOMER,0,42.4,25.04,29.12,16.96,0,0,0,0,0,0
84948,86.52,56.88,27,F,50-59,CUSTOMER,0,0,0,17.97,0,0,0,0,0,0,0
84959,0,0,3,M,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84967,0,0,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84968,0,0,1,M,40-49,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84969,0,0,1,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84970,0,0,1,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84976,37.79,31.83,5,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84978,16.98,7.59,4,M,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84988,93.39,70.36,17,F,50-59,CUSTOMER,21.29,4.49,2.98,0,11.98,13.12,0,0,0,0,0
84989,0,0,1,M,Under 19,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84990,0,0,1,F,30-39,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
84995,12.96,6.05,4,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,2.98,0,0
84996,51.18,41.16,12,F,40-49,CUSTOMER,0,0,0,0,0,0,13.45,0,0,0,0
85022,147.61,82.96,30,F,Under 19,CUSTOMER,37.48,10,17.45,0,0,0,0,0,0,0,0
85025,12.61,11.29,7,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
85026,48.73,30.3,12,M,60+,CUSTOMER,0,0,0,0,0,0,0,25.28,0,0,13.23
85029,0,0,1,F,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
85030,23.96,15.39,4,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
85031,0,0,1,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
85041,18.17,14.39,10,M,30-39,CUSTOMER,0,0,1.48,4.99,0,0,0,0,0,0,0
85043,9.58,7.48,2,F,40-49,CUSTOMER,0,0,0,0,0,0,0,1.59,0,0,0
85046,38.33,28.43,11,F,40-49,CUSTOMER,6.29,0,0,0,0,0,0,0,0,0,0
85051,49.01,38.53,14,F,50-59,CUSTOMER,0,7.98,1.49,6.99,0,0,0,0,0,0,0
85053,35.78,19.88,6,M,30-39,CUSTOMER,11.33,0,0,0,7.99,0,0,0,0,0,0
85054,59.99,41.99,1,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
85056,33.07,32.49,8,F,30-39,CUSTOMER,0,0,0,0,6.49,0,0,0,0,0,0
85059,14.98,11.24,4,F,20-29,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
85063,39.78,16.67,10,F,40-49,CUSTOMER,0,0,0,0,5.99,0,0,0,0,0,0
85064,39.6,50.27,13,F,20-29,CUSTOMER,5.85,0,0,0,0,0,0,0,0,0,0
85065,16.6,17.96,5,M,40-49,CUSTOMER,0,0,0,0,6.49,0,0,0,0,0,0
85070,10.28,2.87,2,M,60+,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
85080,26.17,12.9,7,M,50-59,CUSTOMER,0,3.99,0,0,0,0,0,0,0,0,0
85082,16.76,13.42,4,F,50-59,CUSTOMER,0,0,0,0,0,0,0,0,0,0,0
